locus_tag	ftype	length_bp	gene	EC_number	COG	product
OEAHBEAM_04813	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
OEAHBEAM_04814	CDS	876				hypothetical protein
OEAHBEAM_04815	CDS	903	yihR		COG2017	putative protein YihR
OEAHBEAM_04816	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
OEAHBEAM_04817	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
OEAHBEAM_04818	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
OEAHBEAM_04819	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
OEAHBEAM_04820	CDS	786	csqR		COG1349	HTH-type transcriptional repressor CsqR
OEAHBEAM_04821	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
OEAHBEAM_04822	CDS	873				hypothetical protein
OEAHBEAM_04823	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
OEAHBEAM_04824	CDS	942				hypothetical protein
OEAHBEAM_04825	CDS	894				hypothetical protein
OEAHBEAM_04826	CDS	915				hypothetical protein
OEAHBEAM_04827	CDS	219				hypothetical protein
OEAHBEAM_04828	CDS	243				hypothetical protein
OEAHBEAM_04829	CDS	183				hypothetical protein
OEAHBEAM_04830	CDS	930	fdhE		COG3058	Protein FdhE
OEAHBEAM_04831	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
OEAHBEAM_04832	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
OEAHBEAM_04833	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
OEAHBEAM_04834	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
OEAHBEAM_04835	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
OEAHBEAM_04836	CDS	1056				hypothetical protein
OEAHBEAM_04837	CDS	1749				hypothetical protein
OEAHBEAM_04838	CDS	1071	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
OEAHBEAM_04839	CDS	1452	manP_1		COG1299	PTS system mannose-specific EIIBCA component
OEAHBEAM_04840	CDS	447	fruA_2		COG1299	PTS system fructose-specific EIIABC component
OEAHBEAM_04841	CDS	1395				hypothetical protein
OEAHBEAM_04842	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
OEAHBEAM_04843	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
OEAHBEAM_04844	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
OEAHBEAM_04845	CDS	1470	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
OEAHBEAM_04846	CDS	837	rhaS_3			HTH-type transcriptional activator RhaS
OEAHBEAM_04847	CDS	939	rhaR_5			HTH-type transcriptional activator RhaR
OEAHBEAM_04848	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
OEAHBEAM_04849	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
OEAHBEAM_04850	CDS	984	kdgT			2-keto-3-deoxygluconate permease
OEAHBEAM_04851	CDS	675	yiiM		COG2258	Protein YiiM
OEAHBEAM_04852	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
OEAHBEAM_04853	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
OEAHBEAM_04854	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
OEAHBEAM_04855	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
OEAHBEAM_04856	CDS	105				hypothetical protein
OEAHBEAM_04857	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
OEAHBEAM_04858	CDS	990	sbp		COG1613	Sulfate-binding protein
OEAHBEAM_04859	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
OEAHBEAM_04860	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
OEAHBEAM_04861	CDS	600				hypothetical protein
OEAHBEAM_04862	CDS	441				hypothetical protein
OEAHBEAM_04863	CDS	300				hypothetical protein
OEAHBEAM_04864	CDS	429	uspD		COG0589	Universal stress protein D
OEAHBEAM_04865	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
OEAHBEAM_04866	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
OEAHBEAM_04867	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
OEAHBEAM_04868	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
OEAHBEAM_04869	CDS	240	zapB		COG3074	Cell division protein ZapB
OEAHBEAM_04870	CDS	627				hypothetical protein
OEAHBEAM_04871	CDS	675				hypothetical protein
OEAHBEAM_04872	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
OEAHBEAM_04873	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
OEAHBEAM_04874	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
OEAHBEAM_04875	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
OEAHBEAM_04876	CDS	855	ftsN		COG3087	Cell division protein FtsN
OEAHBEAM_04877	CDS	1026	cytR_2		COG1609	HTH-type transcriptional repressor CytR
OEAHBEAM_04878	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
OEAHBEAM_04879	CDS	213	rpmE		COG0254	50S ribosomal protein L31
OEAHBEAM_04880	CDS	4185	rhsC_3		COG3209	Protein RhsC
OEAHBEAM_04881	CDS	237				hypothetical protein
OEAHBEAM_04882	CDS	279				hypothetical protein
OEAHBEAM_04883	CDS	273			COG1662	IS1 family transposase IS1H
OEAHBEAM_04884	CDS	609				hypothetical protein
OEAHBEAM_04885	CDS	318	metJ		COG3060	Met repressor
OEAHBEAM_04886	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
OEAHBEAM_04887	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
OEAHBEAM_04888	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
OEAHBEAM_04889	CDS	2181	katG_1	1.11.1.21	COG0376	Catalase-peroxidase
OEAHBEAM_04890	CDS	906	yijE			putative cystine transporter YijE
OEAHBEAM_04891	CDS	618				hypothetical protein
OEAHBEAM_04892	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
OEAHBEAM_04893	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
OEAHBEAM_04894	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
OEAHBEAM_04895	CDS	1080	manP_2		COG1299	PTS system mannose-specific EIIBCA component
OEAHBEAM_04896	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
OEAHBEAM_04897	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
OEAHBEAM_04898	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
OEAHBEAM_04899	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
OEAHBEAM_04900	CDS	852	rhaS_4			HTH-type transcriptional activator RhaS
OEAHBEAM_04901	CDS	1734	eptC_1	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
OEAHBEAM_04902	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
OEAHBEAM_04903	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
OEAHBEAM_04904	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
OEAHBEAM_04905	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
OEAHBEAM_04906	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
OEAHBEAM_04907	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
OEAHBEAM_04908	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
OEAHBEAM_04909	CDS	1167	hipO	3.5.1.32	COG1473	Hippurate hydrolase
OEAHBEAM_04910	CDS	1317	kgtP_2			Alpha-ketoglutarate permease
OEAHBEAM_04911	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
OEAHBEAM_04912	CDS	360	yijD			Inner membrane protein YijD
OEAHBEAM_04913	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
OEAHBEAM_04914	CDS	1845	btuB_2		COG4206	Vitamin B12 transporter BtuB
OEAHBEAM_04915	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
OEAHBEAM_04916	rRNA	1538				16S ribosomal RNA
OEAHBEAM_04917	tRNA	76				tRNA-Glu(ttc)
OEAHBEAM_04918	rRNA	2902				23S ribosomal RNA
OEAHBEAM_04919	rRNA	111				5S ribosomal RNA
OEAHBEAM_04920	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
OEAHBEAM_04921	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
OEAHBEAM_04922	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
OEAHBEAM_04923	tRNA	76				tRNA-Thr(tgt)
OEAHBEAM_04924	tRNA	85				tRNA-Tyr(gta)
OEAHBEAM_04925	tRNA	75				tRNA-Gly(tcc)
OEAHBEAM_04926	tRNA	76				tRNA-Thr(ggt)
OEAHBEAM_04927	CDS	1185	tufB		COG0050	Elongation factor Tu 2
OEAHBEAM_04928	CDS	384	secE		COG0690	Protein translocase subunit SecE
OEAHBEAM_04929	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
OEAHBEAM_04930	CDS	429	rplK		COG0080	50S ribosomal protein L11
OEAHBEAM_04931	CDS	705	rplA		COG0081	50S ribosomal protein L1
OEAHBEAM_04932	CDS	498	rplJ		COG0244	50S ribosomal protein L10
OEAHBEAM_04933	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
OEAHBEAM_04934	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
OEAHBEAM_04935	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
OEAHBEAM_04936	CDS	444	htrC			Heat shock protein C
OEAHBEAM_04937	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
OEAHBEAM_04938	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
OEAHBEAM_04939	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
OEAHBEAM_04940	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
OEAHBEAM_04941	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
OEAHBEAM_04942	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
OEAHBEAM_04943	CDS	477	rsd		COG3160	Regulator of sigma D
OEAHBEAM_04944	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
OEAHBEAM_04945	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
OEAHBEAM_04946	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
OEAHBEAM_04947	CDS	591			COG3068	putative protein
OEAHBEAM_04948	CDS	273	hupA			DNA-binding protein HU-alpha
OEAHBEAM_04949	CDS	636				hypothetical protein
OEAHBEAM_04950	CDS	426	zraP		COG3678	Zinc resistance-associated protein
OEAHBEAM_04951	CDS	129				hypothetical protein
OEAHBEAM_04952	CDS	1377	zraS	2.7.13.3		Sensor protein ZraS
OEAHBEAM_04953	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
OEAHBEAM_04954	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
OEAHBEAM_04955	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
OEAHBEAM_04956	rRNA	1538				16S ribosomal RNA
OEAHBEAM_04957	tRNA	76				tRNA-Glu(ttc)
OEAHBEAM_04958	rRNA	2902				23S ribosomal RNA
OEAHBEAM_04959	rRNA	111				5S ribosomal RNA
OEAHBEAM_04960	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
OEAHBEAM_04961	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
OEAHBEAM_04962	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
OEAHBEAM_04963	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
OEAHBEAM_04964	CDS	1737	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
OEAHBEAM_04965	CDS	2187				hypothetical protein
OEAHBEAM_04966	CDS	825	iclR		COG1414	Transcriptional repressor IclR
OEAHBEAM_04967	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
OEAHBEAM_04968	CDS	1632				hypothetical protein
OEAHBEAM_04969	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
OEAHBEAM_04970	CDS	1230	yggP_2	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
OEAHBEAM_04971	CDS	654	sorM_1		COG3716	PTS system sorbose-specific EIID component
OEAHBEAM_04972	CDS	531				hypothetical protein
OEAHBEAM_04973	CDS	2091				hypothetical protein
OEAHBEAM_04974	CDS	933				hypothetical protein
OEAHBEAM_04975	CDS	222				hypothetical protein
OEAHBEAM_04976	CDS	255				hypothetical protein
OEAHBEAM_04977	CDS	282				hypothetical protein
OEAHBEAM_04978	CDS	273				hypothetical protein
OEAHBEAM_04979	CDS	294				hypothetical protein
OEAHBEAM_04980	CDS	531				hypothetical protein
OEAHBEAM_04981	CDS	543				hypothetical protein
OEAHBEAM_04982	CDS	534				hypothetical protein
OEAHBEAM_04983	CDS	516				hypothetical protein
OEAHBEAM_04984	CDS	552				hypothetical protein
OEAHBEAM_04985	CDS	186				hypothetical protein
OEAHBEAM_04986	CDS	333				hypothetical protein
OEAHBEAM_04987	CDS	198				hypothetical protein
OEAHBEAM_04988	CDS	297				hypothetical protein
OEAHBEAM_04989	CDS	510				hypothetical protein
OEAHBEAM_04990	CDS	426				hypothetical protein
OEAHBEAM_04991	CDS	501				hypothetical protein
OEAHBEAM_04992	CDS	501				hypothetical protein
OEAHBEAM_04993	CDS	228				hypothetical protein
OEAHBEAM_04994	CDS	309				hypothetical protein
OEAHBEAM_04995	CDS	291				hypothetical protein
OEAHBEAM_04996	CDS	582				hypothetical protein
OEAHBEAM_04997	CDS	1665				hypothetical protein
OEAHBEAM_04998	CDS	1590				hypothetical protein
OEAHBEAM_04999	CDS	1326				hypothetical protein
OEAHBEAM_05000	CDS	474				hypothetical protein
OEAHBEAM_05001	CDS	1125				hypothetical protein
OEAHBEAM_05002	CDS	948				hypothetical protein
OEAHBEAM_05003	CDS	387				hypothetical protein
OEAHBEAM_05004	CDS	420				hypothetical protein
OEAHBEAM_05005	CDS	561				hypothetical protein
OEAHBEAM_05006	CDS	246				hypothetical protein
OEAHBEAM_05007	CDS	1503				hypothetical protein
OEAHBEAM_05008	CDS	366				hypothetical protein
OEAHBEAM_05009	CDS	477				hypothetical protein
OEAHBEAM_05010	CDS	2076				hypothetical protein
OEAHBEAM_05011	CDS	1350				hypothetical protein
OEAHBEAM_05012	CDS	1125				hypothetical protein
OEAHBEAM_05013	CDS	615				hypothetical protein
OEAHBEAM_05014	CDS	438				hypothetical protein
OEAHBEAM_05015	CDS	1083				hypothetical protein
OEAHBEAM_05016	CDS	561				hypothetical protein
OEAHBEAM_05017	CDS	912				hypothetical protein
OEAHBEAM_05018	CDS	522				hypothetical protein
OEAHBEAM_05019	CDS	561	hin_2		COG1961	DNA-invertase hin
OEAHBEAM_05020	CDS	2040				hypothetical protein
OEAHBEAM_05021	CDS	183				hypothetical protein
OEAHBEAM_05022	CDS	246				hypothetical protein
OEAHBEAM_05023	CDS	465				hypothetical protein
OEAHBEAM_05024	CDS	738				hypothetical protein
OEAHBEAM_05025	CDS	198	sorM_2		COG3716	PTS system sorbose-specific EIID component
OEAHBEAM_05026	CDS	798	sorA		COG3715	PTS system sorbose-specific EIIC component
OEAHBEAM_05027	CDS	495	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
OEAHBEAM_05028	CDS	408	sorF		COG2893	PTS system sorbose-specific EIIA component
OEAHBEAM_05029	CDS	807	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
OEAHBEAM_05030	CDS	948	sorC		COG2390	Sorbitol operon regulator
OEAHBEAM_05031	CDS	873	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
OEAHBEAM_05032	CDS	273				hypothetical protein
OEAHBEAM_05033	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
OEAHBEAM_05034	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
OEAHBEAM_05035	CDS	243				hypothetical protein
OEAHBEAM_05036	CDS	639	gfcB_2			putative lipoprotein GfcB
OEAHBEAM_05037	CDS	738				hypothetical protein
OEAHBEAM_05038	CDS	2097				hypothetical protein
OEAHBEAM_05039	CDS	411	psiE		COG3223	Protein PsiE
OEAHBEAM_05040	CDS	1476	xylE			D-xylose-proton symporter
OEAHBEAM_05041	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
OEAHBEAM_05042	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
OEAHBEAM_05043	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
OEAHBEAM_05044	CDS	96				hypothetical protein
OEAHBEAM_05045	CDS	1116	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
OEAHBEAM_05046	CDS	1341	lamB		COG4580	Maltoporin
OEAHBEAM_05047	CDS	921				hypothetical protein
OEAHBEAM_05048	CDS	1581				hypothetical protein
OEAHBEAM_05049	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
OEAHBEAM_05050	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
OEAHBEAM_05051	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
OEAHBEAM_05052	CDS	369	dgkA_2	2.7.1.107	COG0818	Diacylglycerol kinase
OEAHBEAM_05053	CDS	609	lexA_2	3.4.21.88	COG1974	LexA repressor
OEAHBEAM_05054	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
OEAHBEAM_05055	CDS	210				hypothetical protein
OEAHBEAM_05056	CDS	516	zur		COG0735	Zinc uptake regulation protein
OEAHBEAM_05057	CDS	897				hypothetical protein
OEAHBEAM_05058	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
OEAHBEAM_05059	CDS	243	pspG			Phage shock protein G
OEAHBEAM_05060	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
OEAHBEAM_05061	CDS	1416	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
OEAHBEAM_05062	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
OEAHBEAM_05063	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
OEAHBEAM_05064	CDS	369				hypothetical protein
OEAHBEAM_05065	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
OEAHBEAM_05066	CDS	417				hypothetical protein
OEAHBEAM_05067	CDS	357	yjbR		COG2315	putative protein YjbR
OEAHBEAM_05068	CDS	2823	uvrA		COG0178	UvrABC system protein A
OEAHBEAM_05069	CDS	537	ssb_1		COG0629	Single-stranded DNA-binding protein
OEAHBEAM_05070	CDS	282				hypothetical protein
OEAHBEAM_05071	CDS	1587	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
OEAHBEAM_05072	CDS	324	soxS			Regulatory protein SoxS
OEAHBEAM_05073	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
OEAHBEAM_05074	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
OEAHBEAM_05075	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
OEAHBEAM_05076	CDS	1293				hypothetical protein
OEAHBEAM_05077	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
OEAHBEAM_05078	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
OEAHBEAM_05079	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OEAHBEAM_05080	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
OEAHBEAM_05081	CDS	567	nrfB			Cytochrome c-type protein NrfB
OEAHBEAM_05082	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
OEAHBEAM_05083	CDS	957				hypothetical protein
OEAHBEAM_05084	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
OEAHBEAM_05085	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
OEAHBEAM_05086	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
OEAHBEAM_05087	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
OEAHBEAM_05088	CDS	690				hypothetical protein
OEAHBEAM_05089	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
OEAHBEAM_05090	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
OEAHBEAM_05091	CDS	1467	cusC_2		COG1538	Cation efflux system protein CusC
OEAHBEAM_05092	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
OEAHBEAM_05093	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
OEAHBEAM_05094	CDS	276				hypothetical protein
OEAHBEAM_05095	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
OEAHBEAM_05096	CDS	708	ompR_2			Transcriptional regulatory protein OmpR
OEAHBEAM_05097	CDS	1002	RBKS	2.7.1.15		Ribokinase
OEAHBEAM_05098	CDS	861	fbaA_2	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
OEAHBEAM_05099	CDS	684				hypothetical protein
OEAHBEAM_05100	CDS	942	rbsB_2		COG1879	Ribose import binding protein RbsB
OEAHBEAM_05101	CDS	975	rbsC_4		COG1172	Ribose import permease protein RbsC
OEAHBEAM_05102	CDS	1521	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
OEAHBEAM_05103	CDS	2271	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
OEAHBEAM_05104	CDS	330				hypothetical protein
OEAHBEAM_05105	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
OEAHBEAM_05106	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
OEAHBEAM_05107	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
OEAHBEAM_05108	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
OEAHBEAM_05109	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
OEAHBEAM_05110	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
OEAHBEAM_05111	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
OEAHBEAM_05112	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
OEAHBEAM_05113	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
OEAHBEAM_05114	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
OEAHBEAM_05115	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
OEAHBEAM_05116	CDS	339	phnE_1		COG3639	Phosphate-import permease protein PhnE
OEAHBEAM_05117	CDS	498	phnE_2		COG3639	Phosphate-import permease protein PhnE
OEAHBEAM_05118	CDS	1017				hypothetical protein
OEAHBEAM_05119	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
OEAHBEAM_05120	CDS	444				hypothetical protein
OEAHBEAM_05121	CDS	336				hypothetical protein
OEAHBEAM_05122	CDS	2229	crfC_2		COG0699	Clamp-binding protein CrfC
OEAHBEAM_05123	CDS	879				hypothetical protein
OEAHBEAM_05124	CDS	1503	proP			Proline/betaine transporter
OEAHBEAM_05125	CDS	90				hypothetical protein
OEAHBEAM_05126	CDS	1101	basS	2.7.13.3		Sensor protein BasS
OEAHBEAM_05127	CDS	669	basR			Transcriptional regulatory protein BasR
OEAHBEAM_05128	CDS	1644	eptA_2	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
OEAHBEAM_05129	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
OEAHBEAM_05130	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
OEAHBEAM_05131	CDS	2268	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
OEAHBEAM_05132	CDS	909	melR_2			Melibiose operon regulatory protein
OEAHBEAM_05133	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
OEAHBEAM_05134	CDS	1410	melB		COG2211	Melibiose carrier protein
OEAHBEAM_05135	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
OEAHBEAM_05136	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
OEAHBEAM_05137	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
OEAHBEAM_05138	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
OEAHBEAM_05139	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
OEAHBEAM_05140	CDS	231				hypothetical protein
OEAHBEAM_05141	CDS	273	yjdJ		COG2388	putative protein YjdJ
OEAHBEAM_05142	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
OEAHBEAM_05143	CDS	174	ghoT			Toxin GhoT
OEAHBEAM_05144	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
OEAHBEAM_05145	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
OEAHBEAM_05146	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
OEAHBEAM_05147	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
OEAHBEAM_05148	CDS	1539	cadC		COG3710	Transcriptional activator CadC
OEAHBEAM_05149	tRNA	76				tRNA-Phe(gaa)
OEAHBEAM_05150	CDS	576				hypothetical protein
OEAHBEAM_05151	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
OEAHBEAM_05152	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
OEAHBEAM_05153	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
OEAHBEAM_05154	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
OEAHBEAM_05155	CDS	477				hypothetical protein
OEAHBEAM_05156	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
